SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,Availability,Storage Class,Volume Type,Fee Code,Fee Description,Group,Group Description,Transfer Type,From Location,From Location Type,To Location,To Location Type,usageType,operation,Durability
F6K4N63DFT97TGMK,JRTCKXETXF,F6K4N63DFT97TGMK.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US West (Oregon) Amazon S3 accelerated data transfer from EU (Ireland),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Inbound from close by location,US West (Oregon),AWS Region,EU (Ireland),AWS Region,USW2-EU-AWS-In-ABytes,,
HQYZU654ZSHQ9JXT,JRTCKXETXF,HQYZU654ZSHQ9JXT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Tokyo) Amazon S3 accelerated data transfer from US West (Northern California),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan",Asia Pacific (Tokyo),AWS Region,US West (N. California),AWS Region,APN1-USW1-AWS-In-ABytes-T1,,
Z3FQZG73HYSPVABR,JRTCKXETXF,Z3FQZG73HYSPVABR.JRTCKXETXF.6YNURZBX9Y,OnDemand,$0.0300 per GB - first 1 TB / month of storage used,2016-09-01,0,1024,GB-Mo,0.03,USD,Storage,AmazonS3,US West (Oregon),AWS Region,99.99%,General Purpose,Standard,,,,,,,,,,USW2-TimedStorage-ByteHrs,,99.999999999%
Z3FQZG73HYSPVABR,JRTCKXETXF,Z3FQZG73HYSPVABR.JRTCKXETXF.QUZRP4P8Y4,OnDemand,$0.0295 per GB - next 49 TB / month of storage used,2016-09-01,1024,51200,GB-Mo,0.0295,USD,Storage,AmazonS3,US West (Oregon),AWS Region,99.99%,General Purpose,Standard,,,,,,,,,,USW2-TimedStorage-ByteHrs,,99.999999999%
Z3FQZG73HYSPVABR,JRTCKXETXF,Z3FQZG73HYSPVABR.JRTCKXETXF.D42MF2PVJS,OnDemand,$0.0290 per GB - next 450 TB / month of storage used,2016-09-01,51200,512000,GB-Mo,0.029,USD,Storage,AmazonS3,US West (Oregon),AWS Region,99.99%,General Purpose,Standard,,,,,,,,,,USW2-TimedStorage-ByteHrs,,99.999999999%
Z3FQZG73HYSPVABR,JRTCKXETXF,Z3FQZG73HYSPVABR.JRTCKXETXF.YJ98HAVVPP,OnDemand,$0.0285 per GB - next 500 TB / month of storage used,2016-09-01,512000,1024000,GB-Mo,0.0285,USD,Storage,AmazonS3,US West (Oregon),AWS Region,99.99%,General Purpose,Standard,,,,,,,,,,USW2-TimedStorage-ByteHrs,,99.999999999%
Z3FQZG73HYSPVABR,JRTCKXETXF,Z3FQZG73HYSPVABR.JRTCKXETXF.J25EHUHHDK,OnDemand,$0.0280 per GB - next 4000 TB / month of storage used,2016-09-01,1024000,5120000,GB-Mo,0.028,USD,Storage,AmazonS3,US West (Oregon),AWS Region,99.99%,General Purpose,Standard,,,,,,,,,,USW2-TimedStorage-ByteHrs,,99.999999999%
Z3FQZG73HYSPVABR,JRTCKXETXF,Z3FQZG73HYSPVABR.JRTCKXETXF.JR3K5QW8G3,OnDemand,$0.0275 per GB - storage used /  month over 5000 TB,2016-09-01,5120000,Inf,GB-Mo,0.0275,USD,Storage,AmazonS3,US West (Oregon),AWS Region,99.99%,General Purpose,Standard,,,,,,,,,,USW2-TimedStorage-ByteHrs,,99.999999999%
H529XXCCRMNEJ5DU,JRTCKXETXF,H529XXCCRMNEJ5DU.JRTCKXETXF.6YS6EN2CT7,OnDemand,"$0.080 per GB - Amazon S3 accelerated data transfer in (from outside US, Europe or Japan)",2016-09-01,0,Inf,GB,0.08,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated AWS Inbound using edge locations outside US, Europe or Japan",External,Other,Asia Pacific (Sydney),AWS Region,APS2-DataTransfer-In-ABytes-T2,,
J9QS6WKW8YBP3CST,JRTCKXETXF,J9QS6WKW8YBP3CST.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - South America (Sao Paulo) Amazon S3 accelerated data transfer to US West (Northern California),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Outbound from close by location,South America (Sao Paulo),AWS Region,US West (N. California),AWS Region,SAE1-USW1-AWS-Out-ABytes,,
NPPG7CTZ5WGPWPZA,JRTCKXETXF,NPPG7CTZ5WGPWPZA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - EU (Germany) Amazon S3 accelerated data transfer from US East (Ohio),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan",EU (Frankfurt),AWS Region,US East (Ohio),AWS Region,EUC1-USE2-AWS-In-ABytes-T1,,
G4ZWEDXHXZBGPHFD,JRTCKXETXF,G4ZWEDXHXZBGPHFD.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.02 per GB - EU (Ireland) data transfer to South America (Sao Paulo),2016-09-01,0,Inf,GB,0.02,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Outbound,EU (Ireland),AWS Region,South America (Sao Paulo),AWS Region,EU-SAE1-AWS-Out-Bytes,,
8DC4AKURKNDAADEZ,JRTCKXETXF,8DC4AKURKNDAADEZ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer to US East (Ohio),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Outbound from close by location,EU (Ireland),AWS Region,US East (Ohio),AWS Region,EU-USE2-AWS-Out-ABytes,,
T5V8Y28NR6U6ES7H,JRTCKXETXF,T5V8Y28NR6U6ES7H.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Singapore) Amazon S3 accelerated data transfer from US West (Oregon),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Inbound from close by location,Asia Pacific (Singapore),AWS Region,US West (Oregon),AWS Region,APS1-USW2-AWS-In-ABytes,,
GPR2J2T4GVU2YYB5,JRTCKXETXF,GPR2J2T4GVU2YYB5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Mumbai) Amazon S3 accelerated data transfer from EU (Ireland),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan",Asia Pacific (Mumbai),AWS Region,EU (Ireland),AWS Region,APS3-EU-AWS-In-ABytes-T1,,
F2K8DAAADUDG8GUE,JRTCKXETXF,F2K8DAAADUDG8GUE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Singapore) Amazon S3 accelerated data transfer from US East (Northern Virginia),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Inbound from close by location,Asia Pacific (Singapore),AWS Region,US East (N. Virginia),AWS Region,APS1-USE1-AWS-In-ABytes,,
YDK4PZM37XA6F7Z7,JRTCKXETXF,YDK4PZM37XA6F7Z7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.16 per GB - South America (Sao Paulo) data transfer to Asia Pacific (Seoul),2016-09-01,0,Inf,GB,0.16,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Outbound,South America (Sao Paulo),AWS Region,Asia Pacific (Seoul),AWS Region,SAE1-APN2-AWS-Out-Bytes,,
ACH2TJGUSREDGA2B,JRTCKXETXF,ACH2TJGUSREDGA2B.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Asia Pacific (Seoul) data transfer from US West (Oregon),2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Inbound,Asia Pacific (Seoul),AWS Region,US West (Oregon),AWS Region,APN2-USW2-AWS-In-Bytes,,
TZMVACV3C6DM8SCG,JRTCKXETXF,TZMVACV3C6DM8SCG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US West (Oregon) Amazon S3 accelerated data transfer from South America (Sao Paulo),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Inbound from close by location,US West (Oregon),AWS Region,South America (Sao Paulo),AWS Region,USW2-SAE1-AWS-In-ABytes,,
G3WBZ9Z7AYC2WGBT,JRTCKXETXF,G3WBZ9Z7AYC2WGBT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US West (Northern California) Amazon S3 accelerated data transfer to Asia Pacific (Tokyo),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Outbound from close by location,US West (N. California),AWS Region,Asia Pacific (Tokyo),AWS Region,USW1-APN1-AWS-Out-ABytes,,
C3T7NJAY35EWRYKY,JRTCKXETXF,C3T7NJAY35EWRYKY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.019 per GB-Month of storage used for small objects,2016-09-01,0,Inf,GB-Mo,0.019,USD,Fee,AmazonS3,Asia Pacific (Sydney),AWS Region,,,,S3-Storage-SIA-SmObject,Fee for storing small objects (<128KB) in SIA Storage,,,,,,,,APS2-TimedStorage-SIA-SmObjects,,
D3QYDRMPVC7ANXB3,JRTCKXETXF,D3QYDRMPVC7ANXB3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US East (Ohio) Amazon S3 accelerated data transfer from EU (Germany),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Inbound from close by location,US East (Ohio),AWS Region,EU (Frankfurt),AWS Region,USE2-EUC1-AWS-In-ABytes,,
Y8HYRU3BZZ4QFJHH,JRTCKXETXF,Y8HYRU3BZZ4QFJHH.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Seoul),2016-09-01,0,Inf,GB,0.02,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Asia Pacific (Seoul),AWS Region,USE1-APN2-AWS-Out-Bytes,,
GCF436UDTTAVUJRC,JRTCKXETXF,GCF436UDTTAVUJRC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Asia Pacific (Tokyo) data transfer from South America (Sao Paulo),2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Inbound,Asia Pacific (Tokyo),AWS Region,South America (Sao Paulo),AWS Region,APN1-SAE1-AWS-In-Bytes,,
ZX6QGNUEJCJQ97R5,JRTCKXETXF,ZX6QGNUEJCJQ97R5.JRTCKXETXF.6YS6EN2CT7,OnDemand,"$0.01 per 1,000 PUT, COPY, POST or LIST requests to Standard-Infrequent Access",2016-09-01,0,Inf,Requests,0.00001,USD,API Request,AmazonS3,Asia Pacific (Sydney),AWS Region,,,,,,S3-API-SIA-Tier1,PUT/COPY/POST or LIST requests to Standard-Infrequent Access,,,,,,APS2-Requests-SIA-Tier1,,
FKFB98XUH3AUXAGT,JRTCKXETXF,FKFB98XUH3AUXAGT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - AWS GovCloud (US) data transfer from South America (Sao Paulo),2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Inbound,AWS GovCloud (US),AWS Region,South America (Sao Paulo),AWS Region,UGW1-SAE1-AWS-In-Bytes,,
26YY25F9DWWKQTZD,JRTCKXETXF,26YY25F9DWWKQTZD.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Mumbai) Amazon S3 accelerated data transfer to US East (Ohio),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan",Asia Pacific (Mumbai),AWS Region,US East (Ohio),AWS Region,APS3-USE2-AWS-Out-ABytes-T2,,
56ZZ5W9T2JHH2GGG,JRTCKXETXF,56ZZ5W9T2JHH2GGG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US East (Northern Virginia) Amazon S3 accelerated data transfer from US East (Ohio),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan",US East (N. Virginia),AWS Region,US East (Ohio),AWS Region,USE1-USE2-AWS-In-ABytes-T2,,
HRR2D457NWPWESTV,JRTCKXETXF,HRR2D457NWPWESTV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.019 per GB-Month of storage used in Standard-Infrequent Access,2016-09-01,0,Inf,GB-Mo,0.019,USD,Storage,AmazonS3,Asia Pacific (Tokyo),AWS Region,99.9%,Infrequent Access,Standard - Infrequent Access,,,,,,,,,,APN1-TimedStorage-SIA-ByteHrs,,99.999999999%
9QV45TMYFTYHNXW2,JRTCKXETXF,9QV45TMYFTYHNXW2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US West (Oregon) Amazon S3 accelerated data transfer to EU (Ireland),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan",US West (Oregon),AWS Region,EU (Ireland),AWS Region,USW2-EU-AWS-Out-ABytes-T2,,
GV6MB825WMRFDUU9,JRTCKXETXF,GV6MB825WMRFDUU9.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Sydney) Amazon S3 accelerated data transfer to South America (Sao Paulo),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan",Asia Pacific (Sydney),AWS Region,South America (Sao Paulo),AWS Region,APS2-SAE1-AWS-Out-ABytes-T2,,
3FM8D22AX34UVS9F,JRTCKXETXF,3FM8D22AX34UVS9F.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Mumbai) Amazon S3 accelerated data transfer from Asia Pacific (Seoul),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Inbound from close by location,Asia Pacific (Mumbai),AWS Region,Asia Pacific (Seoul),AWS Region,APS3-APN2-AWS-In-ABytes,,
7NPY47SYEBTT8NGP,JRTCKXETXF,7NPY47SYEBTT8NGP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.14 per GB - Asia Pacific (Sydney) data transfer to US East (Ohio),2016-09-01,0,Inf,GB,0.14,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Outbound,Asia Pacific (Sydney),AWS Region,US East (Ohio),AWS Region,APS2-USE2-AWS-Out-Bytes,,
VC92GCQ3S2N5YWJG,JRTCKXETXF,VC92GCQ3S2N5YWJG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Seoul) Amazon S3 accelerated data transfer from US East (Ohio),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan",Asia Pacific (Seoul),AWS Region,US East (Ohio),AWS Region,APN2-USE2-AWS-In-ABytes-T1,,
ETUCFFAD8SK95MWF,JRTCKXETXF,ETUCFFAD8SK95MWF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.021 per GB - Glacier Early Delete,2016-09-01,0,Inf,GB-Mo,0.007,USD,Fee,AmazonS3,EU (Ireland),AWS Region,,,,Glacier:EarlyDelete,Pro-rated fee for deleting items prior to 90 days,,,,,,,,EU-EarlyDelete-ByteHrs,,
YHSHST5USCQHNBA7,JRTCKXETXF,YHSHST5USCQHNBA7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Sydney) Amazon S3 accelerated data transfer to US East (Ohio),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan",Asia Pacific (Sydney),AWS Region,US East (Ohio),AWS Region,APS2-USE2-AWS-Out-ABytes-T1,,
JDTB869VVEH9D6S6,JRTCKXETXF,JDTB869VVEH9D6S6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Tokyo) Amazon S3 accelerated data transfer to Asia Pacific (Mumbai),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Outbound from close by location,Asia Pacific (Tokyo),AWS Region,Asia Pacific (Mumbai),AWS Region,APN1-APS3-AWS-Out-ABytes,,
NR3GYUVAU7D79JWY,JRTCKXETXF,NR3GYUVAU7D79JWY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - South America (Sao Paulo) data transfer from EU (Ireland),2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Inbound,South America (Sao Paulo),AWS Region,EU (Ireland),AWS Region,SAE1-EU-AWS-In-Bytes,,
Z7VAKRN9THHHVCMT,JRTCKXETXF,Z7VAKRN9THHHVCMT.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Asia Pacific (Singapore) data transfer from US East (Ohio),2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Inbound,Asia Pacific (Singapore),AWS Region,US East (Ohio),AWS Region,APS1-USE2-AWS-In-Bytes,,
5CARRU5VN6CJ4EDW,JRTCKXETXF,5CARRU5VN6CJ4EDW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.019 per GB-Month of storage used for small objects,2016-09-01,0,Inf,GB-Mo,0.019,USD,Fee,AmazonS3,US West (N. California),AWS Region,,,,S3-Storage-SIA-SmObject,Fee for storing small objects (<128KB) in SIA Storage,,,,,,,,USW1-TimedStorage-SIA-SmObjects,,
F7RDZZ26T47H724U,JRTCKXETXF,F7RDZZ26T47H724U.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US East (Northern Virginia) Amazon S3 accelerated data transfer to US West (Oregon),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan",US East (N. Virginia),AWS Region,US West (Oregon),AWS Region,USE1-USW2-AWS-Out-ABytes-T1,,
J3HA4TCKDD93HJCX,JRTCKXETXF,J3HA4TCKDD93HJCX.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Sydney) Amazon S3 accelerated data transfer to EU (Ireland),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan",Asia Pacific (Sydney),AWS Region,EU (Ireland),AWS Region,APS2-EU-AWS-Out-ABytes-T2,,
X33D6UMQYPD2AFMP,JRTCKXETXF,X33D6UMQYPD2AFMP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Seoul) Amazon S3 accelerated data transfer from Asia Pacific (Singapore),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Inbound from close by location,Asia Pacific (Seoul),AWS Region,Asia Pacific (Singapore),AWS Region,APN2-APS1-AWS-In-ABytes,,
DX7CQDH7SK6B46XR,JRTCKXETXF,DX7CQDH7SK6B46XR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US West (Oregon) Amazon S3 accelerated data transfer to Asia Pacific (Seoul),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan",US West (Oregon),AWS Region,Asia Pacific (Seoul),AWS Region,USW2-APN2-AWS-Out-ABytes-T2,,
RQCZ7UJX79CM7C3C,JRTCKXETXF,RQCZ7UJX79CM7C3C.JRTCKXETXF.6YS6EN2CT7,OnDemand,"$0.040 per GB - Amazon S3 accelerated data transfer out (to within US, Europe or Japan)",2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated AWS Outbound using edge locations within US, Europe or Japan",Asia Pacific (Singapore),AWS Region,External,Other,APS1-DataTransfer-Out-ABytes-T1,,
QJBQMHQW8C2YMFE7,JRTCKXETXF,QJBQMHQW8C2YMFE7.JRTCKXETXF.6YS6EN2CT7,OnDemand,"$0.01 per 10,000 GET and all other requests  to Standard-Infrequent Access",2016-09-01,0,Inf,Requests,0.000001,USD,API Request,AmazonS3,US East (Ohio),AWS Region,,,,,,S3-API-SIA-Tier2,GET and all other requests  to Standard-Infrequent Access,,,,,,USE2-Requests-SIA-Tier2,,
3KMK3ZH6YT6P8MUA,JRTCKXETXF,3KMK3ZH6YT6P8MUA.JRTCKXETXF.6YS6EN2CT7,OnDemand,"$0.01 per 1,000 PUT, COPY, POST or LIST requests to Standard-Infrequent Access",2016-09-01,0,Inf,Requests,0.00001,USD,API Request,AmazonS3,US West (Oregon),AWS Region,,,,,,S3-API-SIA-Tier1,PUT/COPY/POST or LIST requests to Standard-Infrequent Access,,,,,,USW2-Requests-SIA-Tier1,,
9T23NTZE42HNQSMG,JRTCKXETXF,9T23NTZE42HNQSMG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - South America (Sao Paulo) Amazon S3 accelerated data transfer from Asia Pacific (Tokyo),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan",South America (Sao Paulo),AWS Region,Asia Pacific (Tokyo),AWS Region,SAE1-APN1-AWS-In-ABytes-T1,,
QUQ3GZKCM4XNYTMR,JRTCKXETXF,QUQ3GZKCM4XNYTMR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US West (Northern California) Amazon S3 accelerated data transfer from Asia Pacific (Mumbai),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Inbound from close by location,US West (N. California),AWS Region,Asia Pacific (Mumbai),AWS Region,USW1-APS3-AWS-In-ABytes,,
7U3MYKS2ZTUM53TR,JRTCKXETXF,7U3MYKS2ZTUM53TR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - South America (Sao Paulo) Amazon S3 accelerated data transfer to EU (Germany),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Outbound from close by location,South America (Sao Paulo),AWS Region,EU (Frankfurt),AWS Region,SAE1-EUC1-AWS-Out-ABytes,,
XWJ63J8BZ6XCMMAG,JRTCKXETXF,XWJ63J8BZ6XCMMAG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB data transfer in to Asia Pacific (Sydney) from CloudFront,2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Inbound,Asia Pacific (Sydney),AWS Region,Amazon CloudFront,AWS Edge Location,APS2-CloudFront-In-Bytes,,
XSHW4285RXTKX64H,JRTCKXETXF,XSHW4285RXTKX64H.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Amazon S3 accelerated data transfer out,2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated AWS Outbound from close by location,EU (Ireland),AWS Region,External,Other,EU-DataTransfer-Out-ABytes,,
QTGG33NVVXXSKAN6,JRTCKXETXF,QTGG33NVVXXSKAN6.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US East (Northern Virginia) Amazon S3 accelerated data transfer from Asia Pacific (Mumbai),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Inbound from close by location,US East (N. Virginia),AWS Region,Asia Pacific (Mumbai),AWS Region,USE1-APS3-AWS-In-ABytes,,
8F8EWNWJAXG3A339,JRTCKXETXF,8F8EWNWJAXG3A339.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB data transfer out of Asia Pacific (Seoul) to CloudFront,2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Outbound,Asia Pacific (Seoul),AWS Region,Amazon CloudFront,AWS Edge Location,APN2-CloudFront-Out-Bytes,,
M3RY8ZCSRYG36WZU,JRTCKXETXF,M3RY8ZCSRYG36WZU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer from Asia Pacific (Tokyo),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Inbound from close by location,EU (Ireland),AWS Region,Asia Pacific (Tokyo),AWS Region,EU-APN1-AWS-In-ABytes,,
GF2R5N9AHBENYWZV,JRTCKXETXF,GF2R5N9AHBENYWZV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US East (Ohio) Amazon S3 accelerated data transfer to US East (Ohio),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Outbound from close by location,US East (Ohio),AWS Region,US East (N. Virginia),AWS Region,USE2-USE1-AWS-Out-ABytes,,
XK8PK8JCSM8N9F2U,JRTCKXETXF,XK8PK8JCSM8N9F2U.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Asia Pacific (Seoul) data transfer from EU (Ireland),2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Inbound,Asia Pacific (Seoul),AWS Region,EU (Ireland),AWS Region,APN2-EU-AWS-In-Bytes,,
7NMFB5AE45F27HR3,JRTCKXETXF,7NMFB5AE45F27HR3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Singapore) Amazon S3 accelerated data transfer from EU (Ireland),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan",Asia Pacific (Singapore),AWS Region,EU (Ireland),AWS Region,APS1-EU-AWS-In-ABytes-T2,,
D37X2YZAY9ZUUWD9,JRTCKXETXF,D37X2YZAY9ZUUWD9.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.02 per GB - US West (Northern California) data transfer to Asia Pacific (Sydney),2016-09-01,0,Inf,GB,0.02,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Outbound,US West (N. California),AWS Region,Asia Pacific (Sydney),AWS Region,USW1-APS2-AWS-Out-Bytes,,
CFT7NMTQKKQ5HN3E,JRTCKXETXF,CFT7NMTQKKQ5HN3E.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US West (Oregon) Amazon S3 accelerated data transfer to Asia Pacific (Tokyo),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan",US West (Oregon),AWS Region,Asia Pacific (Tokyo),AWS Region,USW2-APN1-AWS-Out-ABytes-T1,,
