SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,Availability,Storage Class,Volume Type,Fee Code,Fee Description,Group,Group Description,Transfer Type,From Location,From Location Type,To Location,To Location Type,usageType,operation,Durability
WZWEE53SZQF6GQV2,JRTCKXETXF,WZWEE53SZQF6GQV2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Tokyo) Amazon S3 accelerated data transfer from Asia Pacific (Mumbai),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan",Asia Pacific (Tokyo),AWS Region,Asia Pacific (Mumbai),AWS Region,APN1-APS3-AWS-In-ABytes-T2,,
YWRC3MZFQDBUQAE3,JRTCKXETXF,YWRC3MZFQDBUQAE3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - EU (Germany) Amazon S3 accelerated data transfer to South America (Sao Paulo),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Outbound from close by location,EU (Frankfurt),AWS Region,South America (Sao Paulo),AWS Region,EUC1-SAE1-AWS-Out-ABytes,,
S8Q9KB6QAGHFFFBA,JRTCKXETXF,S8Q9KB6QAGHFFFBA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US West (Oregon) Amazon S3 accelerated data transfer to Asia Pacific (Seoul),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Outbound from close by location,US West (Oregon),AWS Region,Asia Pacific (Seoul),AWS Region,USW2-APN2-AWS-Out-ABytes,,
USQRXKZKBTSQTMN2,JRTCKXETXF,USQRXKZKBTSQTMN2.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.0120 per GB / month of storage used - Amazon Glacier,2016-09-01,0,Inf,GB-Mo,0.012,USD,Storage,AmazonS3,Asia Pacific (Sydney),AWS Region,N/A,Archive,Amazon Glacier,,,,,,,,,,APS2-TimedStorage-GlacierByteHrs,,99.999999999%
2826KQX4NN3VZ2SQ,JRTCKXETXF,2826KQX4NN3VZ2SQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.02 per GB - EU (Germany) data transfer to AWS GovCloud (US),2016-09-01,0,Inf,GB,0.02,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Outbound,EU (Frankfurt),AWS Region,AWS GovCloud (US),AWS Region,EUC1-UGW1-AWS-Out-Bytes,,
5CHDB6K4USP8QXF3,JRTCKXETXF,5CHDB6K4USP8QXF3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.000 per GB - data transfer in per month,2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,AWS Inbound,External,Other,US East (Ohio),AWS Region,USE2-DataTransfer-In-Bytes,,
WEQX7P4JMYXAGSW8,JRTCKXETXF,WEQX7P4JMYXAGSW8.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US East (Northern Virginia) Amazon S3 accelerated data transfer to South America (Sao Paulo),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan",US East (N. Virginia),AWS Region,South America (Sao Paulo),AWS Region,USE1-SAE1-AWS-Out-ABytes-T1,,
BWJTHW9Q96HX2QF7,JRTCKXETXF,BWJTHW9Q96HX2QF7.JRTCKXETXF.6YS6EN2CT7,OnDemand,"$0.01 per 1,000 transitions to Standard-Infrequent Access",2016-09-01,0,Inf,Requests,0.00001,USD,API Request,AmazonS3,US West (Oregon),AWS Region,,,,,,S3-API-Tier4,Lifecycle Transition Requests into Standard-Infrequent Access,,,,,,USW2-Requests-Tier4,,
UHTW7Q5JZM4DSC2H,JRTCKXETXF,UHTW7Q5JZM4DSC2H.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.16 per GB - South America (Sao Paulo) data transfer to EU (Ireland),2016-09-01,0,Inf,GB,0.16,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Outbound,South America (Sao Paulo),AWS Region,EU (Ireland),AWS Region,SAE1-EU-AWS-Out-Bytes,,
9R7MPUNEJKA28VTY,JRTCKXETXF,9R7MPUNEJKA28VTY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - EU (Germany) Amazon S3 accelerated data transfer to Asia Pacific (Singapore),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Outbound from close by location,EU (Frankfurt),AWS Region,Asia Pacific (Singapore),AWS Region,EUC1-APS1-AWS-Out-ABytes,,
X67HWFH8QVT6NSW7,JRTCKXETXF,X67HWFH8QVT6NSW7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.02 per GB - US East (Northern Virginia) data transfer to South America (Sao Paulo),2016-09-01,0,Inf,GB,0.02,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,South America (Sao Paulo),AWS Region,USE1-SAE1-AWS-Out-Bytes,,
PZM36VXD5F9CWX33,JRTCKXETXF,PZM36VXD5F9CWX33.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Singapore) Amazon S3 accelerated data transfer to US West (Oregon),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan",Asia Pacific (Singapore),AWS Region,US West (Oregon),AWS Region,APS1-USW2-AWS-Out-ABytes-T2,,
M4FENG59TCE8J88V,JRTCKXETXF,M4FENG59TCE8J88V.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US West (Northern California) Amazon S3 accelerated data transfer from Asia Pacific (Tokyo),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan",US West (N. California),AWS Region,Asia Pacific (Tokyo),AWS Region,USW1-APN1-AWS-In-ABytes-T1,,
9GTD2VKK8VY7X7T7,JRTCKXETXF,9GTD2VKK8VY7X7T7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.02 per GB - US East (Ohio) data transfer to Asia Pacific (Mumbai),2016-09-01,0,Inf,GB,0.02,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Outbound,US East (Ohio),AWS Region,Asia Pacific (Mumbai),AWS Region,USE2-APS3-AWS-Out-Bytes,,
RGN4FERZ8NXYWRDE,JRTCKXETXF,RGN4FERZ8NXYWRDE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US West (Oregon) data transfer from US East (Northern Virginia),2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Inbound,US West (Oregon),AWS Region,US East (N. Virginia),AWS Region,USW2-USE1-AWS-In-Bytes,,
PAV3TCYGE4N3YT8E,JRTCKXETXF,PAV3TCYGE4N3YT8E.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - AWS GovCloud (US) data transfer from US East (Northern Virginia),2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Inbound,AWS GovCloud (US),AWS Region,US East (N. Virginia),AWS Region,UGW1-USE1-AWS-In-Bytes,,
GJDDYRCUFGU7BA7D,JRTCKXETXF,GJDDYRCUFGU7BA7D.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US East (Northern Virginia) data transfer from EU (Germany),2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Inbound,US East (N. Virginia),AWS Region,EU (Frankfurt),AWS Region,USE1-EUC1-AWS-In-Bytes,,
8T65YCYS297BJ95G,JRTCKXETXF,8T65YCYS297BJ95G.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Singapore) Amazon S3 accelerated data transfer to US East (Northern Virginia),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Outbound from close by location,Asia Pacific (Singapore),AWS Region,US East (N. Virginia),AWS Region,APS1-USE1-AWS-Out-ABytes,,
4VVYF34R3JBVZ77V,JRTCKXETXF,4VVYF34R3JBVZ77V.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Sydney) Amazon S3 accelerated data transfer from Asia Pacific (Tokyo),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan",Asia Pacific (Sydney),AWS Region,Asia Pacific (Tokyo),AWS Region,APS2-APN1-AWS-In-ABytes-T2,,
CXF758DUE2MN7BST,JRTCKXETXF,CXF758DUE2MN7BST.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Mumbai) Amazon S3 accelerated data transfer from Asia Pacific (Tokyo),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan",Asia Pacific (Mumbai),AWS Region,Asia Pacific (Tokyo),AWS Region,APS3-APN1-AWS-In-ABytes-T1,,
TZPJVS2GCV8M5FXM,JRTCKXETXF,TZPJVS2GCV8M5FXM.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB data transfer out of US East (Northern Virginia) to CloudFront,2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Outbound,US East (N. Virginia),AWS Region,Amazon CloudFront,AWS Edge Location,USE1-CloudFront-Out-Bytes,,
NWAYFZ35C24KU84G,JRTCKXETXF,NWAYFZ35C24KU84G.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - South America (Sao Paulo) Amazon S3 accelerated data transfer to Asia Pacific (Tokyo),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan",South America (Sao Paulo),AWS Region,Asia Pacific (Tokyo),AWS Region,SAE1-APN1-AWS-Out-ABytes-T2,,
GRMY773FUAW94HKK,JRTCKXETXF,GRMY773FUAW94HKK.JRTCKXETXF.6YS6EN2CT7,OnDemand,"$0.040 per GB - Amazon S3 accelerated data transfer out (to outside US, Europe or Japan)",2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated AWS Outbound using edge locations outside US, Europe or Japan",US East (N. Virginia),AWS Region,External,Other,DataTransfer-Out-ABytes-T2,,
XRVDUK4VA45A4VWY,JRTCKXETXF,XRVDUK4VA45A4VWY.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US East (Northern Virginia) Amazon S3 accelerated data transfer to Asia Pacific (Seoul),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan",US East (N. Virginia),AWS Region,Asia Pacific (Seoul),AWS Region,USE1-APN2-AWS-Out-ABytes-T1,,
GYARJ97235UZ4DRF,JRTCKXETXF,GYARJ97235UZ4DRF.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.019 per GB-Month of storage used for small objects,2016-09-01,0,Inf,GB-Mo,0.019,USD,Fee,AmazonS3,Asia Pacific (Tokyo),AWS Region,,,,S3-Storage-SIA-SmObject,Fee for storing small objects (<128KB) in SIA Storage,,,,,,,,APN1-TimedStorage-SIA-SmObjects,,
FXE5RCD3MD226HUR,JRTCKXETXF,FXE5RCD3MD226HUR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - EU (Germany) Amazon S3 accelerated data transfer to Asia Pacific (Tokyo),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Outbound from close by location,EU (Frankfurt),AWS Region,Asia Pacific (Tokyo),AWS Region,EUC1-APN1-AWS-Out-ABytes,,
SCRJWVN46C6JYKT5,JRTCKXETXF,SCRJWVN46C6JYKT5.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.000 per GB - data transfer in per month,2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,AWS Inbound,External,Other,Asia Pacific (Mumbai),AWS Region,APS3-DataTransfer-In-Bytes,,
A3GDZJP89BX5YREP,JRTCKXETXF,A3GDZJP89BX5YREP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US East (Ohio) Amazon S3 accelerated data transfer from Asia Pacific (Singapore),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan",US East (Ohio),AWS Region,Asia Pacific (Singapore),AWS Region,USE2-APS1-AWS-In-ABytes-T1,,
QPE5RM2VU35R6FVC,JRTCKXETXF,QPE5RM2VU35R6FVC.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer from EU (Germany),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan",EU (Ireland),AWS Region,South America (Sao Paulo),AWS Region,EU-SAE1-AWS-In-ABytes-T1,,
PK7EDKMZMFPN79UA,JRTCKXETXF,PK7EDKMZMFPN79UA.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer to Asia Pacific (Singapore),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan",EU (Ireland),AWS Region,Asia Pacific (Singapore),AWS Region,EU-APS1-AWS-Out-ABytes-T2,,
FDXXFP8ZAZY5A3E3,JRTCKXETXF,FDXXFP8ZAZY5A3E3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.02 per GB - US West (Northern California) data transfer to South America (Sao Paulo),2016-09-01,0,Inf,GB,0.02,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Outbound,US West (N. California),AWS Region,South America (Sao Paulo),AWS Region,USW1-SAE1-AWS-Out-Bytes,,
ZWQR56Y8ZNSNP3GQ,JRTCKXETXF,ZWQR56Y8ZNSNP3GQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US West (Northern California) Amazon S3 accelerated data transfer to South America (Sao Paulo),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated InterRegion Outbound from close by location,US West (N. California),AWS Region,South America (Sao Paulo),AWS Region,USW1-SAE1-AWS-Out-ABytes,,
T95W2E7EH4UC4W86,JRTCKXETXF,T95W2E7EH4UC4W86.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US West (Northern California) Amazon S3 accelerated data transfer to US West (Oregon),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan",US West (N. California),AWS Region,US West (Oregon),AWS Region,USW1-USW2-AWS-Out-ABytes-T1,,
ZVD2P88U82KS8MNG,JRTCKXETXF,ZVD2P88U82KS8MNG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Singapore) Amazon S3 accelerated data transfer to EU (Ireland),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan",Asia Pacific (Singapore),AWS Region,EU (Ireland),AWS Region,APS1-EU-AWS-Out-ABytes-T2,,
4X2XWUWQJU2W4GRP,JRTCKXETXF,4X2XWUWQJU2W4GRP.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Amazon S3 accelerated data transfer out,2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated AWS Outbound from close by location,Asia Pacific (Tokyo),AWS Region,External,Other,APN1-DataTransfer-Out-ABytes,,
UKWV93XW52YH5JCY,JRTCKXETXF,UKWV93XW52YH5JCY.JRTCKXETXF.6YS6EN2CT7,OnDemand,"$0.01 per 1,000 transitions to Standard-Infrequent Access",2016-09-01,0,Inf,Requests,0.00001,USD,API Request,AmazonS3,EU (Frankfurt),AWS Region,,,,,,S3-API-Tier4,Lifecycle Transition Requests into Standard-Infrequent Access,,,,,,EUC1-Requests-Tier4,,
RVH645383RKU285J,JRTCKXETXF,RVH645383RKU285J.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.01 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB,2016-09-01,0,Inf,GB,0.01,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,IntraRegion,Asia Pacific (Tokyo),AWS Region,Asia Pacific (Tokyo),AWS Region,APN1-DataTransfer-Regional-Bytes,,
54NZWZTYS5N492VN,JRTCKXETXF,54NZWZTYS5N492VN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - EU (Ireland) Amazon S3 accelerated data transfer from EU (Germany),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan",EU (Ireland),AWS Region,EU (Frankfurt),AWS Region,EU-EUC1-AWS-In-ABytes-T1,,
W85GWZ2R7QCKES92,JRTCKXETXF,W85GWZ2R7QCKES92.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Mumbai) Amazon S3 accelerated data transfer from US East (Ohio),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan",Asia Pacific (Mumbai),AWS Region,US East (Ohio),AWS Region,APS3-USE2-AWS-In-ABytes-T2,,
RTPR64G9Z2ASYUKN,JRTCKXETXF,RTPR64G9Z2ASYUKN.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Sydney) Amazon S3 accelerated data transfer from Asia Pacific (Mumbai),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan",Asia Pacific (Sydney),AWS Region,Asia Pacific (Mumbai),AWS Region,APS2-APS3-AWS-In-ABytes-T2,,
S3FWK895EEE2NCWW,JRTCKXETXF,S3FWK895EEE2NCWW.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - South America (Sao Paulo) Amazon S3 accelerated data transfer to Asia Pacific (Mumbai),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations within US, Europe or Japan",South America (Sao Paulo),AWS Region,Asia Pacific (Mumbai),AWS Region,SAE1-APS3-AWS-Out-ABytes-T1,,
UZ7DNG524BMRRWZE,JRTCKXETXF,UZ7DNG524BMRRWZE.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US East (Northern Virginia) Amazon S3 accelerated data transfer to EU (Ireland),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan",US East (N. Virginia),AWS Region,EU (Ireland),AWS Region,USE1-EU-AWS-Out-ABytes-T2,,
GK5ZUK43XM6ZJRFM,JRTCKXETXF,GK5ZUK43XM6ZJRFM.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - US West (Northern California) Amazon S3 accelerated data transfer to EU (Ireland),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Outbound using edge locations outside US, Europe or Japan",US West (N. California),AWS Region,EU (Ireland),AWS Region,USW1-EU-AWS-Out-ABytes-T2,,
8V7SFTM8C7PGXXJ8,JRTCKXETXF,8V7SFTM8C7PGXXJ8.JRTCKXETXF.6YS6EN2CT7,OnDemand,"$0.0044 per 10,000 GET and all other requests",2016-09-01,0,Inf,Requests,0.00000044,USD,API Request,AmazonS3,US West (N. California),AWS Region,,,,,,S3-API-Tier2,GET and all other requests,,,,,,USW1-Requests-Tier2,,
N7SVZUB63F47UVC3,JRTCKXETXF,N7SVZUB63F47UVC3.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - US West (Oregon) data transfer from Asia Pacific (Sydney),2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Inbound,US West (Oregon),AWS Region,Asia Pacific (Sydney),AWS Region,USW2-APS2-AWS-In-Bytes,,
QH8KTBC72ZBN4EHG,JRTCKXETXF,QH8KTBC72ZBN4EHG.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Amazon S3 accelerated data transfer out,2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,Accelerated AWS Outbound from close by location,Asia Pacific (Mumbai),AWS Region,External,Other,APS3-DataTransfer-Out-ABytes,,
HF4Y3FTWRBZ9G46E,JRTCKXETXF,HF4Y3FTWRBZ9G46E.JRTCKXETXF.6YS6EN2CT7,OnDemand,"$0.080 per GB - Amazon S3 accelerated data transfer in (from outside US, Europe or Japan)",2016-09-01,0,Inf,GB,0.08,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated AWS Inbound using edge locations outside US, Europe or Japan",External,Other,US West (Oregon),AWS Region,USW2-DataTransfer-In-ABytes-T2,,
VNGJWEYQ56GJWPGU,JRTCKXETXF,VNGJWEYQ56GJWPGU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.086 per GB - Asia Pacific (Mumbai) data transfer to Asia Pacific (Seoul),2016-09-01,0,Inf,GB,0.086,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Outbound,Asia Pacific (Mumbai),AWS Region,Asia Pacific (Seoul),AWS Region,APS3-APN2-AWS-Out-Bytes,,
MPTK4XZFGKXHBE83,JRTCKXETXF,MPTK4XZFGKXHBE83.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.02 per GB - EU (Germany) data transfer to Asia Pacific (Sydney),2016-09-01,0,Inf,GB,0.02,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Outbound,EU (Frankfurt),AWS Region,Asia Pacific (Sydney),AWS Region,EUC1-APS2-AWS-Out-Bytes,,
DZTYEC39NYWFQHH4,JRTCKXETXF,DZTYEC39NYWFQHH4.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - Asia Pacific (Tokyo) data transfer from Asia Pacific (Sydney),2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Inbound,Asia Pacific (Tokyo),AWS Region,Asia Pacific (Sydney),AWS Region,APN1-APS2-AWS-In-Bytes,,
SFB4ASRYFMDWFC6T,JRTCKXETXF,SFB4ASRYFMDWFC6T.JRTCKXETXF.6YS6EN2CT7,OnDemand,"$0.040 per GB - Amazon S3 accelerated data transfer out (to outside US, Europe or Japan)",2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated AWS Outbound using edge locations outside US, Europe or Japan",Asia Pacific (Singapore),AWS Region,External,Other,APS1-DataTransfer-Out-ABytes-T2,,
2QXNWQRCPNA3GY7T,JRTCKXETXF,2QXNWQRCPNA3GY7T.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.086 per GB - Asia Pacific (Mumbai) data transfer to EU (Germany),2016-09-01,0,Inf,GB,0.086,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Outbound,Asia Pacific (Mumbai),AWS Region,EU (Frankfurt),AWS Region,APS3-EUC1-AWS-Out-Bytes,,
BTQX86HATRPX5RHV,JRTCKXETXF,BTQX86HATRPX5RHV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.021 per GB - Glacier Early Delete,2016-09-01,0,Inf,GB-Mo,0.007,USD,Fee,AmazonS3,US West (Oregon),AWS Region,,,,Glacier:EarlyDelete,Pro-rated fee for deleting items prior to 90 days,,,,,,,,USW2-EarlyDelete-ByteHrs,,
Q96UBPVHCUASQYDM,JRTCKXETXF,Q96UBPVHCUASQYDM.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.03 per GB - AWS GovCloud (US) data transfer to US West (Northern California),2016-09-01,0,Inf,GB,0.03,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Outbound,AWS GovCloud (US),AWS Region,US West (N. California),AWS Region,UGW1-USW1-AWS-Out-Bytes,,
GDAPSP756T9HTWQU,JRTCKXETXF,GDAPSP756T9HTWQU.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - EU (Germany) Amazon S3 accelerated data transfer from Asia Pacific (Tokyo),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations outside US, Europe or Japan",EU (Frankfurt),AWS Region,Asia Pacific (Tokyo),AWS Region,EUC1-APN1-AWS-In-ABytes-T2,,
57G4W2J4GYNXE4B7,JRTCKXETXF,57G4W2J4GYNXE4B7.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB data transfer in to Asia Pacific (Singapore) from CloudFront,2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Inbound,Asia Pacific (Singapore),AWS Region,Amazon CloudFront,AWS Edge Location,APS1-CloudFront-In-Bytes,,
PN6NV7HY5AGRADSX,JRTCKXETXF,PN6NV7HY5AGRADSX.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.00 per GB - EU (Ireland) data transfer from US West (Northern California),2016-09-01,0,Inf,GB,0,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Inbound,EU (Ireland),AWS Region,US West (N. California),AWS Region,EU-USW1-AWS-In-Bytes,,
NAUXW6T9NT3386MR,JRTCKXETXF,NAUXW6T9NT3386MR.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.040 per GB - Asia Pacific (Mumbai) Amazon S3 accelerated data transfer from Asia Pacific (Singapore),2016-09-01,0,Inf,GB,0.04,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,"Accelerated InterRegion Inbound using edge locations within US, Europe or Japan",Asia Pacific (Mumbai),AWS Region,Asia Pacific (Singapore),AWS Region,APS3-APS1-AWS-In-ABytes-T1,,
9YKWHYHK8CJW6DNV,JRTCKXETXF,9YKWHYHK8CJW6DNV.JRTCKXETXF.6YS6EN2CT7,OnDemand,$0.02 per GB - US West (Northern California) data transfer to US East (Northern Virginia),2016-09-01,0,Inf,GB,0.02,USD,Data Transfer,AWSDataTransfer,,,,,,,,,,InterRegion Outbound,US West (N. California),AWS Region,US East (N. Virginia),AWS Region,USW1-USE1-AWS-Out-Bytes,,
ZCQD4CM637S7D8U5,JRTCKXETXF,ZCQD4CM637S7D8U5.JRTCKXETXF.6YS6EN2CT7,OnDemand,"$0.004 per 10,000 GET and all other requests",2016-09-01,0,Inf,Requests,0.0000004,USD,API Request,AmazonS3,EU (Ireland),AWS Region,,,,,,S3-API-Tier2,GET and all other requests,,,,,,EU-Requests-Tier2,,
